,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,Unnamed: 11,len,SA
299,BlenheimChalcotNews,Blenchalnews,2017-07-04 10:19:00,0,1,"Global Airport Smart Lighting Market 2017-2021 - Key vendors are Intellectual property landscape, Carmanah Technol… http://ift.tt/2tdxzV9",,,,8.82E+17,https://twitter.com/Blenchalnews/status/882242393692663812,,137,1
300,BlenheimChalcotNews,Blenchalnews,2017-07-04 10:19:00,0,1,"Global Airport Smart Lighting Market 2017-2021 - Key vendors are Intellectual property landscape, Carmanah Technol… http://ift.tt/2tdxzV9",,,,8.82E+17,https://twitter.com/Blenchalnews/status/882242393692663812,,137,1
301,Carmanah Traffic,CarmanahTraffic,2017-07-20 15:17:00,1,4,This is one way to get drivers’ attention in a flash! http://bit.ly/2tHbNGj pic.twitter.com/f67L5CDOxE,,,,8.88E+17,https://twitter.com/CarmanahTraffic/status/888115562009640961,,102,0
302,TechAnnouncer,TechAnnouncer,2017-07-25 07:04:00,0,2,"Global Airport Lighting System Market 2017 By Top Players - Astronics, Youyang, Airsafe Airport Equipment, Carmanah Technologies - ... pic.twitter.com/ssdd7jvP2n",,,,8.90E+17,https://twitter.com/TechAnnouncer/status/889803531460521985,,161,1
303,TechAnnouncer,TechAnnouncer,2017-07-25 07:04:00,0,2,"Global Airport Lighting System Market 2017 By Top Players - Astronics, Youyang, Airsafe Airport Equipment, Carmanah Technologies - ... pic.twitter.com/ssdd7jvP2n",,,,8.90E+17,https://twitter.com/TechAnnouncer/status/889803531460521985,,161,1
304,TechAnnouncer,TechAnnouncer,2017-07-25 07:04:00,0,2,"Global Airport Lighting System Market 2017 By Top Players - Astronics, Youyang, Airsafe Airport Equipment, Carmanah Technologies - ... pic.twitter.com/ssdd7jvP2n",,,,8.90E+17,https://twitter.com/TechAnnouncer/status/889803531460521985,,161,1
305,Carmanah Traffic,CarmanahTraffic,2017-07-25 15:17:00,3,2,"Walking, biking & public transit should be safe and convenient for all. @ SafeRoutesNow offers a simple introduction: http://bit.ly/2qJXpAd pic.twitter.com/oVYylKHjzp",,@,,8.90E+17,https://twitter.com/CarmanahTraffic/status/889927520753254404,,166,1
306,4-traders.com,ForTraders,2017-07-31 08:46:00,0,0,Carmanah Technologies : to Acquire Vega Industries Limited http://www.4-traders.com/CARMANAH-TECHNOLOGIES-COR-1409504/news/Carmanah-Technologies-to-Acquire-Vega-Industries-Limited-24853755/ …,,,,8.92E+17,https://twitter.com/ForTraders/status/892003419166318594,,191,-1
307,Financial Buzz,financialbuzz,2017-07-31 09:50:00,0,0,Carmanah to Acquire Vega Industries Limited http://financialbuzz.com/carmanah-to-acquire-vega-industries-limited-837255 …,,,,8.92E+17,https://twitter.com/financialbuzz/status/892019599159336960,,121,-1
308,Owler Alerts,OwlerAlerts,2017-07-31 12:32:00,0,0,Carmanah ( @ CarmanahTech) acquired Vega Industries for $9M https://www.owler.com/iaApp/150029/carmanah-company-profile?utm_source=twitter&utm_medium=social&utm_campaign=atsp …,,@,,8.92E+17,https://twitter.com/OwlerAlerts/status/892060386689548289,,176,0
309,FinanzNachrichten.de,FN_Press,2017-08-01 08:52:00,0,0,Carmanah Closes Purchase of Vega Industries Limited http://www.finanznachrichten.de/nachrichten-2017-08/41352719-carmanah-closes-purchase-of-vega-industries-limited-256.htm …,,,,8.92E+17,https://twitter.com/FN_Press/status/892367505876033537,,174,-1
310,Ani,animesh1977,2017-08-01 09:08:00,0,0,Carmanah Closes Purchase of Vega Industries Limited http://ift.tt/2vesKwL,,,,8.92E+17,https://twitter.com/animesh1977/status/892371396990513153,,73,-1
311,Sabik Marine,SabikOy,2017-08-02 01:55:00,6,4,Welcome Vega to the Carmanah and Sabik team! # weshowthewayhttps://twitter.com/CarmanahTech/status/892481821618958337 …,,,#,8.93E+17,https://twitter.com/SabikOy/status/892624896748113920,,119,1
312,Carmanah Traffic,CarmanahTraffic,2017-09-19 14:08:00,2,4,RRFBs can help increase visibility on the darkest winter nights. Learn more at Booth 14 at the TAC Expo Sept 24-25: http://bit.ly/2wBZaO6 pic.twitter.com/4IQBQQbb0s,,,,9.10E+17,https://twitter.com/CarmanahTraffic/status/910203845787217920,,164,1
313,Vega Navigation,Vega_Navigation,2017-09-21 21:35:00,1,3,As a recent addition to the Carmanah family we have new sales team with more resources & solutions than ever before. https://goo.gl/ZFVy7B pic.twitter.com/OG0SACvLcM,,,,9.11E+17,https://twitter.com/Vega_Navigation/status/911041350715400192,,165,1
314,Carmanah Traffic,CarmanahTraffic,2017-09-27 14:07:00,2,4,"Watch this: Once familiar with the R920 RRFB, this crew could install it in about 25 minutes. See them in action:http://bit.ly/2yaeaEr",,,,9.13E+17,https://twitter.com/CarmanahTraffic/status/913102757799874560,,134,1
315,Carmanah Traffic,CarmanahTraffic,2017-10-02 18:30:00,1,2,"See the effective duo of school zone flashing beacons + RRFBs at crosswalks in action in St. Albert, AB, Canada: http://bit.ly/2xgw3U9 pic.twitter.com/CHPIPj4Ih6",,,,9.15E+17,https://twitter.com/CarmanahTraffic/status/914980985728634880,,161,1
316,Dockyard Magazine,DY_Magazine,2017-10-09 07:11:00,3,4,"SABIK MARINE, CARMANAH, EKTA & VEGA TOGETHER PROVIDING BEST-IN-CLASS MARINE AIDS-TO-NAVIGATION SOLUTIONS https://tinyurl.com/y7fdotvo @ SabikOypic.twitter.com/c95DtFvKjS",,@,,9.17E+17,https://twitter.com/DY_Magazine/status/917346834695192576,,169,1
317,Dockyard Magazine,DY_Magazine,2017-10-09 07:11:00,3,4,"SABIK MARINE, CARMANAH, EKTA & VEGA TOGETHER PROVIDING BEST-IN-CLASS MARINE AIDS-TO-NAVIGATION SOLUTIONS https://tinyurl.com/y7fdotvo @ SabikOypic.twitter.com/c95DtFvKjS",,@,,9.17E+17,https://twitter.com/DY_Magazine/status/917346834695192576,,169,1
318,Carmanah Traffic,CarmanahTraffic,2017-10-31 12:07:00,1,1,Important: bugs in our school zone beacons! Please watch out for little goblins & ghouls tonight. Happy Halloween! http://bit.ly/2lyIwit pic.twitter.com/3qzozvIthb,,,,9.25E+17,https://twitter.com/CarmanahTraffic/status/925393900075999232,,163,1
319,Stockflare Canada,StockflareCA,2017-11-15 04:20:00,0,0,$ CMH: The MACD technical indicator for Carmanah Technologies Corp has just risen above zero indicating a positive signal. (https://stockflare.com/stock/CMH.TO ),,,,9.31E+17,https://twitter.com/StockflareCA/status/930727084426694658,,161,1
320,Carmanah Traffic,CarmanahTraffic,2017-11-22 15:55:00,0,2,"Update: In our post about Marion County, IN, and their Carmanah school zone flashing beacons, we missed the hardworking designer @Shrewusa, who designed all the 500+ lights for this project. See the updated project summary: http://bit.ly/2zcFXF8 and keep the feedback coming!pic.twitter.com/MawaPnayXr",,@Shrewusa,,9.33E+17,https://twitter.com/CarmanahTraffic/status/933438696807960577,,301,0
321,Carmanah Traffic,CarmanahTraffic,2017-11-22 15:55:00,0,2,"Update: In our post about Marion County, IN, and their Carmanah school zone flashing beacons, we missed the hardworking designer @Shrewusa, who designed all the 500+ lights for this project. See the updated project summary: http://bit.ly/2zcFXF8 and keep the feedback coming!pic.twitter.com/MawaPnayXr",,@Shrewusa,,9.33E+17,https://twitter.com/CarmanahTraffic/status/933438696807960577,,301,0
322,Stockflare Canada,StockflareCA,2017-11-24 04:25:00,0,0,$ CMH: Carmanah Technologies Corp price of $4.38 is now above the upper Bollinger Band indicating a negative signal. (https://stockflare.com/stock/CMH.TO ),,,,9.34E+17,https://twitter.com/StockflareCA/status/933989921475432448,,155,-1
323,Sabik Marine,SabikOy,2017-12-05 03:09:00,0,3,Sabik Marine headquarters in Finland is closed on Wednesday 6th December for Finland's Independence Day. # Suomi100 # Finland100 # weshowthewaypic.twitter.com/2nUXS7Wmuo,,,# # #,9.38E+17,https://twitter.com/SabikOy/status/937956974985187328,,169,-1
324,Carmanah Traffic,CarmanahTraffic,2017-12-08 16:20:00,1,1,"The R247-E is a 24-Hour Flashing Beacon perfect for a new, temporary installation like this one in Oakland County, MI, where it marks a newly erected all-way stop until a more permanent solution can be installed. Distributor: Carrier & Gable. Read more: http://bit.ly/2BhRbg9 pic.twitter.com/KhB43TcP90",,,,9.39E+17,https://twitter.com/CarmanahTraffic/status/939243363202682880,,302,1
325,Carmanah Traffic,CarmanahTraffic,2017-12-14 11:49:00,1,3,"Our R829-G School Zone Flashing Beacons can help reduce speeds by 5 to 7 mph, and they’re a great choice for Safe Routes to School infrastructure funding. This installation in partnership with Western Systems. Learn more: http://bit.ly/2BiYdB7 pic.twitter.com/zO6qxS4fnZ",,,,9.41E+17,https://twitter.com/CarmanahTraffic/status/941349319134806016,,270,1
326,Carmanah Traffic,CarmanahTraffic,2017-12-18 11:40:00,1,2,"Greenville, NC, installed its first rectangular rapid flashing beacons last month near the @ EastCarolina campus. See how our flash pattern helps alert drivers to crossing pedestrians: http://bit.ly/2Bimrvm # RRFBpic.twitter.com/VYKR83PdOT",,@,#,9.43E+17,https://twitter.com/CarmanahTraffic/status/942796642281017344,,239,1
327,Carmanah Traffic,CarmanahTraffic,2017-12-21 10:17:00,1,2,"Our office will be closed December 22 to 26 and December 29 to January 2. From our team to you, we wish you a very happy holiday season. We look forward to seeing what 2018 brings!pic.twitter.com/nU0lR6Hso5",,,,9.44E+17,https://twitter.com/CarmanahTraffic/status/943862887713529858,,206,1
328,Carmanah Traffic,CarmanahTraffic,2018-01-11 11:30:00,2,3,RRFBs recently lost FHWA interim approval in the US—but that doesn’t make the need for crosswalk solutions go away. US customers can choose the MUTCD-compliant R820 Crosswalk Flashing Beacon to help ensure mid-block crossings stay safe. Learn more: http://bit.ly/2DfT5fj pic.twitter.com/AxlRKgsjXc,,,,9.51E+17,https://twitter.com/CarmanahTraffic/status/951491436662403072,,297,1
329,Carmanah Traffic,CarmanahTraffic,2018-01-24 11:57:00,0,0,"“Today, lurking unnoticed in the backs of our minds is a certainty: ‘Streets are for cars.’ But a century ago, the unnoticed certainty was ‘streets are for people.’” Read in @ globeandmail why looking to the past offers solutions for pedestrian deaths: http://bit.ly/2DBd9LT pic.twitter.com/2Yzu9nolH0",,@,,9.56E+17,https://twitter.com/CarmanahTraffic/status/956209235003625472,,301,-1
330,Carmanah Traffic,CarmanahTraffic,2018-02-01 17:33:00,1,1,IMPORTANT UPDATE from @ USDOTFHWA for RRFB projects: existing projects with procurements issued and/or construction plans underway may finish the work. Read more now: http://bit.ly/2E4vSjg # RRFB # MUTCD # pedestrianpic.twitter.com/7eLjkFCNEs,,@,# # #,9.59E+17,https://twitter.com/CarmanahTraffic/status/959192934326382593,,242,1
331,Sabik Marine,SabikOy,2018-02-02 09:07:00,0,3,"What a beautiful view! Carmanah lanterns installed on buoys on the Léman lake, border between France and Switzerland. @ almarinbcn @ CarmanahTechhttps://twitter.com/almarinbcn/status/958669596789223426 …",,@ @,,9.59E+17,https://twitter.com/SabikOy/status/959428024310607874,,203,1
332,ITE Headquarters,ITEhq,2018-02-06 17:06:00,3,6,"Glad to have the following exhibitors joining us at # ITEMinn2018: @ alltrafficsol, @ CarmanahTraffic, @ CountingCarscom, @ EDItraffic, @ Econolite_ITS, Houston Radar, ITEM Ltd, McTrans Center, @ PelcoProducts @ ptvnorthamerica, Polara http://bit.ly/2b7qkaP pic.twitter.com/OqCuvtwQqz",,@ @ @ @ @ @ @,#,9.61E+17,https://twitter.com/ITEhq/status/960998121374453762,,284,1
333,MABC,MA_BC,2018-02-26 14:05:00,2,6,It's # MiningDay at the Legislature! The theme is Mining and the Lower Carbon Economy. # BC is powering the global transition to a lower carbon economy with clean and high tech companies like @ LlamaZOO and Carmanah Technologies # miningbc # IAmAMinerToo # bcpoli @ BCLegislature,,@ @,# # # # #,9.68E+17,https://twitter.com/MA_BC/status/968200295875596294,,279,1
334,MABC,MA_BC,2018-02-26 14:15:00,1,1,"Carmanah Technologies has created solar powered lighting products , like solar hazard markers, as cost effective and reliable alternatives for lighting on mining sites. # IAmAMinerToo # MiningDay # bcpoli # miningbcpic.twitter.com/H1SQNxswQd",,,# # # #,9.68E+17,https://twitter.com/MA_BC/status/968202814475460608,,241,1
335,MABC,MA_BC,2018-02-26 14:15:00,1,1,"Carmanah Technologies has created solar powered lighting products , like solar hazard markers, as cost effective and reliable alternatives for lighting on mining sites. # IAmAMinerToo # MiningDay # bcpoli # miningbcpic.twitter.com/H1SQNxswQd",,,# # # #,9.68E+17,https://twitter.com/MA_BC/status/968202814475460608,,241,1
336,Carmanah Traffic,CarmanahTraffic,2018-02-27 14:57:00,2,5,"We are a proud bronze sponsor for the 2018 # VisionZero Advocate Conference, Feb 28–Mar 2. We invite you to join the conversation as we create lasting change for road safety in communities across the globe. Attending? Find us inside! # VZCon18 http://bit.ly/2ovTfZN pic.twitter.com/fqDB0pa3rG",,,# #,9.69E+17,https://twitter.com/CarmanahTraffic/status/968575749279174656,,292,1
337,ITE Headquarters,ITEhq,2018-03-01 15:00:00,1,5,"Thank you to our March ITE Journal advertisers @ CarmanahTraffic, @ EDItraffic, @ Econolite_ITS, Intelight, @ Iteris, ITS Plus, @ Trafficware, @ Transoft Read more: http://bit.ly/2F6JQhT",,@ @ @ @ @ @,,9.69E+17,https://twitter.com/ITEhq/status/969301258896052224,,186,1
338,Carmanah Traffic,CarmanahTraffic,2018-03-07 17:50:00,1,2,What is creative placemaking? Communities + artists finding creative approaches to new projects + solving transportation challenges. @ t4america names the top 7 challenges: we like solution 2! http://t4america.org/maps-tools/creative-placemaking-field-scan …pic.twitter.com/Kdt1z0k56R,,@,,9.72E+17,https://twitter.com/CarmanahTraffic/status/971518528544153600,,284,1
339,sneezy🎄❄️,Elosteeze,2018-03-07 23:05:00,0,1,me sitting in the passenger seat of my own damn car with a migraine covering my whole body in a blanket and shaking while stuck in single lane traffic on the malahat; ..... carmanah; “maybe ill do a face mask later......hydration”,,,,9.72E+17,https://twitter.com/Elosteeze/status/971597721143410688,,230,1
340,Carmanah Traffic,CarmanahTraffic,2018-03-13 10:53:00,1,0,"“Anytime you cross that highway your life is in anybody’s hands.” Improved crosswalk featuring our R820 circular flashing beacon—an RRFB alternative—helps pedestrians at Nashville's most dangerous intersection, where it was “even worse” before: https://buff.ly/2FHVeUS via @ WKRNpic.twitter.com/L7fdtFQCCs",,@,,9.74E+17,https://twitter.com/CarmanahTraffic/status/973572648423821312,,305,-1
341,Carmanah Traffic,CarmanahTraffic,2018-03-20 16:21:00,9,15,"Important update: Carmanah purchases and disclaims patents for the rectangular rapid flashing beacon (RRFB), leading the @ USDOTFHWA to reinstate this highly effective and low-cost crosswalk treatment for interim approval in the @ MUTCD. Learn more now: https://buff.ly/2DHLLI1 pic.twitter.com/ut90PvyBEq",,@ @,,9.76E+17,https://twitter.com/CarmanahTraffic/status/976191900133752838,,304,1
342,Bill Schultheiss,schlthss,2018-03-21 11:59:00,8,25,"Thank you @ CarmanahTraffic for purchasing patents, disclaiming patent protections and ending this lawsuit. It’s a very positive act of public service to reward inventor of device with some $ while letting this critical safety device be used by everyone across the USA https://twitter.com/carmanahtraffic/status/976191900133752838 …",,@,,9.76E+17,https://twitter.com/schlthss/status/976488398042140682,,332,1
343,Don Kostelec,KostelecPlan,2018-03-21 12:00:00,0,2,Thank you!,,,,9.76E+17,https://twitter.com/KostelecPlan/status/976488647766687746,,10,0
344,Jeremy Chrzan,JeremyChrzan,2018-03-21 12:16:00,0,2,Thanks @ CarmanahTraffic for your good deed. You're genuinely helping to make our street crossings safer!,,@,,9.76E+17,https://twitter.com/JeremyChrzan/status/976492669504548866,,105,1
345,Kenneth L,kethl88,2018-03-21 13:57:00,0,3,It's refreshing to see a for-profit company take decisive action for the betterment of all. Thank you @ CarmanahTraffic for your help in making the simple act of crossing the street safer for so many. # SEAwalks # VisionZero http://buff.ly/2DHLLI1 pic.twitter.com/iPHT75JRQ5,,@,# #,9.77E+17,https://twitter.com/kethl88/status/976518232067551232,,274,1
346,Rebecca Sanders,rebeccalsanders,2018-03-21 14:30:00,1,11,Humanity lives! Many thanks to @ CarmanahTraffic for working for the safety of all by providing access to the RRFB technology! # VisionZerohttps://twitter.com/CarmanahTraffic/status/976191900133752838 …,,@,#,9.77E+17,https://twitter.com/rebeccalsanders/status/976526458406420480,,202,1
347,Shane Phillips 🚶‍♂️🏘🌳🌇🚉🚲🛴,ShaneDPhillips,2018-03-22 15:15:00,2,0,"Good news, no? — Federal Highway Administration returns rectangular rapid flashing beacons to approved product list following Carmanah’s patent cancellation https://carmanah.com/RRFB-reinstated",,,,9.77E+17,https://twitter.com/ShaneDPhillips/status/976900271165997056,,193,1
348,TrafEng4LivCom(TLC),TomBertulis,2018-03-25 22:29:00,0,3,A HUGE thank you to @ CarmanahTraffic for purchasing and disclaiming the patent for RRFBs and allowing folks to implement them again. Whew. What a relief. Download this pdf to put them in action in your state: https://carmanah.com/files/images/traffic/SELL_TRAF_IA-11_vs_IA-21_RevB.pdf …https://twitter.com/CarmanahTraffic/status/976603008564891649 …,,@,,9.78E+17,https://twitter.com/TomBertulis/status/978096562034311169,,350,1
349,Chris Alemany,chrisalecanada,2018-03-28 01:20:00,5,1,"People also might not realize that almost the entire outer West Coast of southern Vancouver Island is Provincial or National Park. Juan de Fuca, Carmanah, Broken Group, Pacific Rim, are all exposed to 7x increase in # kindermorgan dilbit tanker traffic. https://twitter.com/MikeHudema/status/978395676676689920 …pic.twitter.com/W5HabdRmfk",,,#,9.79E+17,https://twitter.com/chrisalecanada/status/978864302332497920,,338,-1
350,Carmanah Traffic,CarmanahTraffic,2018-03-28 11:52:00,2,2,Get approved! All state and local agencies looking for # RRFB interim approval must apply. Learn how and download our template to get started: https://buff.ly/2J1bi2H pic.twitter.com/YAwecQ0Lfg,,,#,9.79E+17,https://twitter.com/CarmanahTraffic/status/979023343788666882,,193,0
351,Carmanah Traffic,CarmanahTraffic,2018-04-04 17:52:00,1,2,It’s # NationalWalkingDay—perfect timing for the return of the # RRFB. These crosswalk flashing beacons help improve walkability by drawing attention to mid-block crosswalks. Driver yield rates can spike as high as 96%. Learn how RRFBs benefit communities: https://buff.ly/2JkQcwu pic.twitter.com/pGA2CaQ6WS,,,# #,9.82E+17,https://twitter.com/CarmanahTraffic/status/981650862530494464,,307,1
352,Carmanah Traffic,CarmanahTraffic,2018-04-04 18:18:00,0,2,In case you missed it - Read more about the return of the RRFB here: https://carmanah.com/RRFB-reinstated,,,,9.82E+17,https://twitter.com/CarmanahTraffic/status/981657234693275648,,105,1
353,Carmanah Traffic,CarmanahTraffic,2018-04-06 10:47:00,1,0,"We’re joining our distributor Temple at @sdite2018 in Mobile, AL, held April 8–11. Visit the Temple booth to learn about # RRFB interim approval and what you need to do to get it. Check out the show details: https://buff.ly/2Eiagf5 pic.twitter.com/YbiwfWZCJH",,@sdite2018,#,9.82E+17,https://twitter.com/CarmanahTraffic/status/982268471869255680,,258,0
354,Carmanah Traffic,CarmanahTraffic,2018-04-12 13:07:00,1,2,Our friends at @ MikeOnTraffic spoke with Carmanah CEO John Simmons about the return of the # RRFB: “Not often in life do you get the chance to do the right thing.” Read the full blog post: https://buff.ly/2qs3TBT pic.twitter.com/Ak0QWdqpwi,,@,#,9.84E+17,https://twitter.com/CarmanahTraffic/status/984478155258974210,,240,1
355,Carmanah Traffic,CarmanahTraffic,2018-04-22 12:30:00,0,0,"Happy Earth Day! We’re so excited to celebrate the planet today with our 2017 Corporate Social Responsibility Report. It reviews the three commitments that make up our triple bottom line approach: people, planet, and profit. Review 2017 here! https://buff.ly/2vBQo7O pic.twitter.com/jwIpmPlqkz",,,,9.88E+17,https://twitter.com/CarmanahTraffic/status/988092666394144768,,293,1
356,Tennesse Section ITE,_TSITE,2018-04-27 15:25:00,0,0,"ITE, FHWA, and Carmanah Rally to Keep RRFBs in our Safety Toolbox When a patent dispute issue necessitated the termination of the Federal Highway Administration's Interim Approval for Rectangular Rapid Flashing Beacons (RRFBs), ITE and the transportation community took notice.",,,,9.90E+17,https://twitter.com/_TSITE/status/989948722581852160,,277,0
357,StockGuru,StockGuruDotCom,2018-05-02 18:16:00,0,0,Carmanah Telematics business unit receives material order https://stockguru.com/2018/05/02/carmanah-telematics-business-unit-receives-material-order-2/ …,,,,9.92E+17,https://twitter.com/StockGuruDotCom/status/991803521816317952,,153,0
358,Sabik Marine,SabikOy,2018-05-09 06:09:00,1,4,"Sabik Marine sponsoring the 75th Swiftsure International Yacht Race on May 24-28 in Victoria, Canada. # weshowtheway with Carmanah Technologies Corp. https://lnkd.in/gZuCa-N",,,#,9.94E+17,https://twitter.com/SabikOy/status/994157330064228352,,173,0
359,Carmanah Traffic,CarmanahTraffic,2018-05-10 11:15:00,0,2,"When you call us about a project, we direct you to one of our fabulous distributors. We brought them to # yyj to celebrate successes, share what’s new at HQ + enjoy the city. We learned a lot from each other + we can’t wait to see how we grow from here! https://buff.ly/2jMipAC pic.twitter.com/BwCJTHcHYQ",,,#,9.95E+17,https://twitter.com/CarmanahTraffic/status/994596720360247296,,304,1
360,MoboTrex,MoboTrex,2018-05-10 11:18:00,1,3,Thanks @ CarmanahTraffic for a great conference https://twitter.com/CarmanahTraffic/status/994596720360247296 …,,@,,9.95E+17,https://twitter.com/MoboTrex/status/994597551285383168,,111,1
361,assetsstock,assetsstock,2018-05-15 03:24:00,0,0,"Global Commercial Airport Lighting Market 2018 Share- (ATG Airports, Carmanah Technologies, Abacus Lighting and ADB Airfield Solutions) http://assetsstock.com/business/global-commercial-airport-lighting-market-2018-share.html …pic.twitter.com/P6WMomVAH8",,,,9.96E+17,https://twitter.com/assetsstock/status/996290140510269440,,253,0
362,Carmanah Traffic,CarmanahTraffic,2018-05-21 10:10:00,2,4,"We think this week is a great time to assess transportation, like the City of Boulder, which is studying a low-stress multimodal network that factors in multiple data sources, from cycling apps to 1-on-1 chats. Read # APWA's story: https://buff.ly/2rRYtA4 # NPWW # PowerOfPublicWorkspic.twitter.com/JuW1T0J2wN",,,# # #,9.99E+17,https://twitter.com/CarmanahTraffic/status/998566623006068737,,309,1
363,ATS Traffic,atstraffic,2018-05-29 11:55:00,0,2,"Have you heard of # RRFB technology? Solar or AC powered, these devices use an alternating flashing sequence to alert drivers of pedestrians. They've been proven to produce yielding rates between 72-96 percent for crosswalk applications! http://ow.ly/lyWV30kbAdm @ CarmanahTraffic",,@,#,1.00E+18,https://twitter.com/atstraffic/status/1001492171554508801,,280,0
364,Carmanah Traffic,CarmanahTraffic,2018-06-06 09:22:00,2,4,"It’s here at last! Our brand-new website includes a product selector + a configuration tool to help you find the products + specs you need. Also find brand-new videos, case studies + advocacy tools. Bonus: it’s mobile-friendly for projects on the go! https://buff.ly/2JtaSVP pic.twitter.com/08uIXj4ZnS",,,,1.00E+18,https://twitter.com/CarmanahTraffic/status/1004352722173415425,,301,1
365,Carmanah Tech. Corp.,CarmanahTech,2018-06-06 12:07:00,0,3,"It’s here at last! Our brand-new @ CarmanahTraffic website includes a product selector + configuration tool to help you find the products + specs you need. Also find videos, case studies + advocacy tools. Bonus: it’s mobile-friendly for projects on the go! https://buff.ly/2JtaSVP pic.twitter.com/WlhXw4ehbG",,@,,1.00E+18,https://twitter.com/CarmanahTech/status/1004394383708389377,,307,1
366,Carmanah Tech. Corp.,CarmanahTech,2018-06-14 11:58:00,0,4,Our Traffic division now offers LED enhanced signs. Follow @ CarmanahTraffic to keep up-to-date on their latest news! https://twitter.com/CarmanahTraffic/status/1006528813617041408 …,,@,,1.01E+18,https://twitter.com/CarmanahTech/status/1007291319159410688,,182,1
367,Carmanah Traffic,CarmanahTraffic,2018-06-18 15:25:00,3,5,Almost 100 applications have poured in for # RRFB IA-21 approval since the @ USDOTFHWA released it in March. That’s a lot of paperwork! Here’s what you can do to help make this a smooth process for all + get more RRFBs in our communities faster: http://bit.ly/2t60t9i pic.twitter.com/t0nyB26cMo,,@,#,1.01E+18,https://twitter.com/CarmanahTraffic/status/1008792727348228100,,294,1
368,Carmanah Traffic,CarmanahTraffic,2018-06-20 11:19:00,0,2,"We’re headed to the Rockies for this year’s joint # ITE @ Western_ITE + @ TexITE Annual Meeting in Keystone, CO. Join us at booth 509 for the latest product offerings in LED flashing beacons, LED enhanced signs + more. Find details on our NEW website: http://bit.ly/2tcl63L pic.twitter.com/hyZtTlt83M",,@ @,#,1.01E+18,https://twitter.com/CarmanahTraffic/status/1009455796395094016,,300,1
369,Carmanah Traffic,CarmanahTraffic,2018-07-04 10:15:00,0,2,"Wishing all our American partners, distributors + customers a very happy Independence Day! Stay safe with your fireworks displays—and remember, our Victoria, BC, office is open today if you need something more permanent to light your community: http://bit.ly/2Npeo2W pic.twitter.com/bgJZyJ22ZG",,,,1.01E+18,https://twitter.com/CarmanahTraffic/status/1014512929557876737,,293,1
370,Albert Edwords,truth_week,2018-07-15 23:51:00,0,0,"Global Airport Lighting Market 2018 Top Key Players, Carmanah Technologies, Eaton, Hella, Airsafe Airport Equipment http://truthweek.com/2018/07/16/global-airport-lighting-market-2018-top-key-players-carmanah-technologies-eaton-hella-airsafe-airport-equipment/ …",,,,1.02E+18,https://twitter.com/truth_week/status/1018704742892163072,,262,1
